,"taxon.name","variable.units","variable.element","variable.context","taxon.group","ecological.group","alias","match"
"844","Ostrya","NISP","pollen","NA","Vascular plants","TRSH","Ostrya","Other hardwood"
"1525","Ostrya-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"4771","Ostrya-type","NISP","pollen","NA","Vascular plants","TRSH","Ostrya-type","Other hardwood"
"15","Ostrya/Carpinus","NISP","pollen","NA","Vascular plants","TRSH","Ostrya/Carpinus","Other hardwood"
"111","Ostrya/Carpinus","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"17704","Ostrya/Carpinus","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"4844","Parthenocissus","NISP","pollen","NA","Vascular plants","TRSH","Parthenocissus",
"7857","Parthenocissus","NISP","pollen","NA","Vascular plants","TRSH","NA",
"4222","Parthenocissus vitacea","NISP","pollen","NA","Vascular plants","TRSH","NA",
"16","Picea","NISP","pollen","NA","Vascular plants","TRSH","Picea","Spruce"
"69","Picea","NISP","pollen","NA","Vascular plants","TRSH","NA","Spruce"
"17705","Picea","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Spruce"
"3077","Picea cf. P. glauca","NISP","pollen","NA","Vascular plants","TRSH","Picea cf. P. glauca","Spruce"
"37586","Picea cf. P. glauca","NISP","pollen","NA","Vascular plants","TRSH","NA","Spruce"
"3885","Picea glauca","NISP","pollen","NA","Vascular plants","TRSH","Picea glauca","Spruce"
"5660","Picea glauca","NISP","pollen","NA","Vascular plants","TRSH","NA","Spruce"
"512","Picea glauca-type","NISP","pollen","NA","Vascular plants","TRSH","Picea glauca-type","Spruce"
"35963","Picea glauca-type","NISP","stomate","NA","Vascular plants","TRSH","Picea glauca-type","Spruce"
"40829","Picea glauca-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Spruce"
"35907","Picea indet.","NISP","pollen","NA","Vascular plants","TRSH","Picea indet.","Spruce"
"3886","Picea mariana","NISP","pollen","NA","Vascular plants","TRSH","Picea mariana","Spruce"
"5642","Picea mariana","NISP","pollen","NA","Vascular plants","TRSH","NA","Spruce"
"35883","Picea mariana","NISP","pollen","NA","Vascular plants","TRSH","Picea mariana|pollen|NISP","Spruce"
"35884","Picea mariana","NISP","stomate","NA","Vascular plants","TRSH","Picea mariana|stomate|NISP","Spruce"
"481","Picea mariana-type","NISP","pollen","NA","Vascular plants","TRSH","Picea mariana-type","Spruce"
"37903","Picea mariana-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Spruce"
"7171","Picea rubens-type","NISP","pollen","NA","Vascular plants","TRSH","Picea rubens-type","Spruce"
"482","Picea undiff.","NISP","pollen","NA","Vascular plants","TRSH","Picea undiff.","Spruce"
"5617","Picea undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA","Spruce"
"35926","Picea undiff.","NISP","pollen","NA","Vascular plants","TRSH","Picea undiff.|pollen|NISP","Spruce"
"35927","Picea undiff.","NISP","stomate","NA","Vascular plants","TRSH","Picea undiff.|stomate|NISP","Spruce"
"36415","Picea/Pinus undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA",
"6450","Pinaceae","NISP","pollen","NA","Vascular plants","TRSH","Pinaceae",
"38735","Pinaceae (vesiculate)","NISP","pollen","NA","Vascular plants","TRSH","NA",
"17581","Pinaceae (vesiculate) undiff.","NISP","pollen","NA","Vascular plants","TRSH","Pinaceae (vesiculate) undiff.",
"37260","Pinaceae (vesiculate) undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA",
"3621","Pinaceae undiff.","NISP","pollen","NA","Vascular plants","TRSH","Pinaceae undiff.",
"10926","Pinaceae undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA",
"70","Pinus","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"1997","Pinus","NISP","pollen","NA","Vascular plants","TRSH","Pinus","Pine"
"35886","Pinus","NISP","stomate","NA","Vascular plants","TRSH","Pinus","Pine"
"49947","Pinus","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Pine"
"2591","Pinus banksiana","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"29404","Pinus banksiana","NISP","pollen","NA","Vascular plants","TRSH","Pinus banksiana","Pine"
"483","Pinus banksiana-type","NISP","pollen","NA","Vascular plants","TRSH","Pinus banksiana-type","Pine"
"13252","Pinus banksiana-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"17","Pinus banksiana/P. resinosa","NISP","pollen","NA","Vascular plants","TRSH","Pinus banksiana/P. resinosa","Pine"
"667","Pinus banksiana/P. resinosa","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"39500","Pinus banksiana/P. resinosa-type","NISP","pollen","NA","Vascular plants","TRSH","Pinus banksiana/P. resinosa-type","Pine"
"5225","Pinus det. P. banksiana/P. resinosa","NISP","pollen","NA","Vascular plants","TRSH","Pinus det. P. banksiana/P. resinosa","Pine"
"5618","Pinus det. P. banksiana/P. resinosa","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"5226","Pinus det. P. strobus","NISP","pollen","NA","Vascular plants","TRSH","Pinus det. P. strobus","Pine"
"5619","Pinus det. P. strobus","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"17599","Pinus edulis-type","NISP","pollen","NA","Vascular plants","TRSH","Pinus edulis-type","Pine"
"2608","Pinus resinosa","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"29405","Pinus resinosa","NISP","pollen","NA","Vascular plants","TRSH","Pinus resinosa","Pine"
"1392","Pinus resinosa-type","NISP","pollen","NA","Vascular plants","TRSH","Pinus resinosa-type","Pine"
"18","Pinus strobus","NISP","pollen","NA","Vascular plants","TRSH","Pinus strobus","Pine"
"668","Pinus strobus","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"1944","Pinus strobus-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"39501","Pinus strobus-type","NISP","pollen","NA","Vascular plants","TRSH","Pinus strobus-type","Pine"
"415","Pinus subg. Pinus","NISP","pollen","NA","Vascular plants","TRSH","Pinus subg. Pinus","Pine"
"1011","Pinus subg. Pinus","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"17706","Pinus subg. Pinus","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Pine"
"2558","Pinus subg. Pinus undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"29407","Pinus subg. Pinus undiff.","NISP","pollen","NA","Vascular plants","TRSH","Pinus subg. Pinus undiff.","Pine"
"39431","Pinus subg. Pinus-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"40421","Pinus subg. Pinus-type","NISP","pollen","NA","Vascular plants","TRSH","Pinus subg. Pinus-type","Pine"
"416","Pinus subg. Strobus","NISP","pollen","NA","Vascular plants","TRSH","Pinus subg. Strobus","Pine"
"1012","Pinus subg. Strobus","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"17707","Pinus subg. Strobus","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Pine"
"17535","Pinus subg. Strobus undiff.","NISP","pollen","NA","Vascular plants","TRSH","Pinus subg. Strobus undiff.","Pine"
"39432","Pinus subg. Strobus-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"40422","Pinus subg. Strobus-type","NISP","pollen","NA","Vascular plants","TRSH","Pinus subg. Strobus-type","Pine"
"50","Pinus undiff.","NISP","pollen","NA","Vascular plants","TRSH","Pinus undiff.","Pine"
"763","Pinus undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA","Pine"
"17722","Pinus undiff.","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Pine"
"35986","Pinus/Picea","NISP","pollen","NA","Vascular plants","TRSH","NA",
"41239","Planera aquatica","NISP","pollen","NA","Vascular plants","TRSH","NA",
"49865","Platanaceae","NISP","pollen","NA","Vascular plants","TRSH","Platanaceae",
"46","Platanus","NISP","pollen","NA","Vascular plants","TRSH","Platanus","Other hardwood"
"133","Platanus","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"17737","Platanus","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"3817","Platanus occidentalis","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"5771","Platanus occidentalis","NISP","pollen","NA","Vascular plants","TRSH","Platanus occidentalis","Other hardwood"
"25963","Platycarya","NISP","pollen","NA","Vascular plants","TRSH","NA",
"20","Populus","NISP","pollen","NA","Vascular plants","TRSH","Populus","Other hardwood"
"115","Populus","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"17710","Populus","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"199","Populus balsamifera","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"3890","Populus balsamifera","NISP","pollen","NA","Vascular plants","TRSH","Populus balsamifera","Other hardwood"
"488","Populus balsamifera-type","NISP","pollen","NA","Vascular plants","TRSH","Populus balsamifera-type","Other hardwood"
"6683","Populus balsamifera-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"51183","Populus cf. P. tremuloides","NISP","pollen","NA","Vascular plants","TRSH","Populus cf. P. tremuloides","Other hardwood"
"2980","Populus deltoides-type","NISP","pollen","NA","Vascular plants","TRSH","Populus deltoides-type","Other hardwood"
"555","Populus grandidentata-type","NISP","pollen","NA","Vascular plants","TRSH","Populus grandidentata-type","Other hardwood"
"24917","Populus grandidentata-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"2857","Populus tremuloides","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"37098","Populus tremuloides","NISP","pollen","NA","Vascular plants","TRSH","Populus tremuloides","Other hardwood"
"319","Populus tremuloides-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"489","Populus tremuloides-type","NISP","pollen","NA","Vascular plants","TRSH","Populus tremuloides-type","Other hardwood"
"1240","Populus undiff.","NISP","pollen","NA","Vascular plants","TRSH","Populus undiff.","Other hardwood"
"11783","Populus undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"3828","Prosopis","NISP","pollen","NA","Vascular plants","TRSH","NA",
"35416","Prosopis cf. P. pubescens","NISP","pollen","NA","Vascular plants","TRSH","Prosopis cf. P. pubescens",
"3190","Prunus","NISP","pollen","NA","Vascular plants","TRSH","Prunus","Other hardwood"
"24309","Prunus","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"23604","Prunus americana","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"12390","Prunus americana-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"24517","Prunus cf. P. serotina","NISP","pollen","NA","Vascular plants","TRSH","Prunus cf. P. serotina","Other hardwood"
"490","Prunus pensylvanica","NISP","pollen","NA","Vascular plants","TRSH","Prunus pensylvanica","Other hardwood"
"3590","Prunus pensylvanica","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"4720","Prunus serotina","NISP","pollen","NA","Vascular plants","TRSH","Prunus serotina","Other hardwood"
"561","Prunus undiff.","NISP","pollen","NA","Vascular plants","TRSH","Prunus undiff.","Other hardwood"
"3741","Prunus virginiana","NISP","pollen","NA","Vascular plants","TRSH","Prunus virginiana","Other hardwood"
"7754","Prunus-type","NISP","pollen","NA","Vascular plants","TRSH","Prunus-type","Other hardwood"
"42382","Prunus-type","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"24501","Prunus-type undiff.","NISP","pollen","NA","Vascular plants","TRSH","Prunus-type undiff.","Other hardwood"
"13057","Prunus/Pyrus","NISP","pollen","NA","Vascular plants","TRSH","Prunus/Pyrus","Other hardwood"
"13012","Pterocarya","NISP","pollen","anachronic","Vascular plants","TRSH","NA",
"17743","Pterocarya","NISP digitized","pollen","anachronic","Vascular plants","TRSH","NA",
"25966","Pterocarya","NISP","pollen","NA","Vascular plants","TRSH","NA",
"6678","Pyrus-type","NISP","pollen","NA","Vascular plants","TRSH","NA",
"22","Quercus","NISP","pollen","NA","Vascular plants","TRSH","Quercus","Oak"
"117","Quercus","NISP","pollen","NA","Vascular plants","TRSH","NA","Oak"
"17711","Quercus","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Oak"
"1048","Rhamnaceae","NISP","pollen","NA","Vascular plants","TRSH","NA",
"13710","Rhamnaceae","NISP","pollen","NA","Vascular plants","TRSH","Rhamnaceae",
"45039","Rhamnaceae undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA",
"2291","Rhamnaceae/Vitaceae","NISP","pollen","NA","Vascular plants","TRSH","NA",
"25455","Rhamnaceae/Vitaceae","NISP","pollen","NA","Vascular plants","TRSH","Rhamnaceae/Vitaceae",
"2351","Rhamnaceae/Vitaceae undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA",
"22320","Rhamnaceae/Vitaceae undiff.","NISP","pollen","NA","Vascular plants","TRSH","Rhamnaceae/Vitaceae undiff.",
"422","Rhamnus","NISP","pollen","NA","Vascular plants","TRSH","Rhamnus",
"2581","Rhamnus","NISP","pollen","NA","Vascular plants","TRSH","NA",
"3829","Rhamnus alnifolia","NISP","pollen","NA","Vascular plants","TRSH","NA",
"5314","Rhamnus alnifolia","NISP","pollen","NA","Vascular plants","TRSH","Rhamnus alnifolia",
"2966","Rhamnus alnifolia/Frangula alnus","NISP","pollen","NA","Vascular plants","TRSH","Rhamnus alnifolia/Frangula alnus",
"3048","Rhamnus cathartica","NISP","pollen","NA","Vascular plants","TRSH","Rhamnus cathartica",
"572","Rhamnus/Vitis","NISP","pollen","NA","Vascular plants","TRSH","Rhamnus/Vitis",
"26028","Rhamnus/Vitis","NISP","pollen","NA","Vascular plants","TRSH","NA",
"23378","Rhamnus/Vitis undiff.","NISP","pollen","NA","Vascular plants","TRSH","Rhamnus/Vitis undiff.",
"15831","Rhododendron","NISP","pollen","NA","Vascular plants","TRSH","Rhododendron",
"21087","Rhododendron","NISP","pollen","NA","Vascular plants","TRSH","NA",
"4721","Rhododendron canadense","NISP","pollen","NA","Vascular plants","TRSH","Rhododendron canadense",
"21077","Rhododendron subsect. Ledum","NISP","pollen","NA","Vascular plants","TRSH","NA",
"43158","Rhododendron subsect. Ledum","NISP","pollen","NA","Vascular plants","TRSH","Rhododendron subsect. Ledum",
"49222","Rhododendron subsect. Ledum-type","NISP","pollen","NA","Vascular plants","TRSH","Rhododendron subsect. Ledum-type",
"3591","Rhododendron subsect. Ledum/Chamaedaphne calyculata","NISP","pollen","NA","Vascular plants","TRSH","NA",
"4665","Rhododendron subsect. Ledum/Chamaedaphne calyculata","NISP","pollen","NA","Vascular plants","TRSH","Rhododendron subsect. Ledum/Chamaedaphne calyculata",
"437","Rhus","NISP","pollen","NA","Vascular plants","TRSH","Rhus",
"800","Rhus","NISP","pollen","NA","Vascular plants","TRSH","NA",
"46041","Rhus glabra","NISP","pollen","NA","Vascular plants","TRSH","NA",
"36119","Rhus glabra-type","NISP","pollen","NA","Vascular plants","TRSH","NA",
"50664","Rhus sp.","NISP","pollen","NA","Vascular plants","TRSH","NA",
"8803","Rhus typhina","NISP","pollen","NA","Vascular plants","TRSH","Rhus typhina",
"15846","Rhus typhina-type","NISP","pollen","NA","Vascular plants","TRSH","Rhus typhina-type",
"46127","Rhus undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA",
"1652","Rhus/Toxicodendron cf. T. radicans","NISP","pollen","NA","Vascular plants","TRSH","Rhus/Toxicodendron cf. T. radicans",
"10774","Rhus/Toxicodendron cf. T. radicans","NISP","pollen","NA","Vascular plants","TRSH","NA",
"322","Rhus/Toxicodendron cf. T. vernix","NISP","pollen","NA","Vascular plants","TRSH","NA",
"2219","Ribes","NISP","pollen","NA","Vascular plants","TRSH","NA",
"2419","Ribes","NISP","pollen","NA","Vascular plants","TRSH","Ribes",
"16260","Ribes cf. R. glandulosum","NISP","pollen","NA","Vascular plants","TRSH","Ribes cf. R. glandulosum",
"39310","Robinia","NISP","pollen","NA","Vascular plants","TRSH","NA",
"49896","Robinia","NISP","pollen","NA","Vascular plants","TRSH","Robinia",
"556","Rosaceae cf. Prunus serotina","NISP","pollen","NA","Vascular plants","TRSH","Rosaceae cf. Prunus serotina","Other hardwood"
"25936","Rosaceae cf. Prunus serotina","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"32056","Rosaceae cf. Rubus pubescens","NISP","pollen","NA","Vascular plants","TRSH","Rosaceae cf. Rubus pubescens","Other hardwood"
"12914","Rosaceae trees","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"38581","Rosaceae trees","NISP","pollen","NA","Vascular plants","TRSH","Rosaceae trees","Other hardwood"
"1796","Rubiaceae","NISP","pollen","NA","Vascular plants","TRSH","NA",
"2170","Rubiaceae","NISP","pollen","NA","Vascular plants","TRSH","Rubiaceae",
"3585","Rubus","NISP","pollen","NA","Vascular plants","TRSH","NA",
"5981","Rubus","NISP","pollen","NA","Vascular plants","TRSH","Rubus",
"9340","Rubus cf. R. chamaemorus","NISP","pollen","NA","Vascular plants","TRSH","Rubus cf. R. chamaemorus",
"565","Rubus chamaemorus","NISP","pollen","NA","Vascular plants","TRSH","Rubus chamaemorus",
"12362","Rubus chamaemorus","NISP","pollen","NA","Vascular plants","TRSH","NA",
"37897","Rubus-type","NISP","pollen","NA","Vascular plants","TRSH","NA",
"44146","Rubus-type","NISP","pollen","NA","Vascular plants","TRSH","Rubus-type",
"343","Rugubivesiculites","NISP","pollen","anachronic","Vascular plants","TRSH","NA",
"32064","Rugubivesiculites","NISP","pollen","anachronic","Vascular plants","TRSH","Rugubivesiculites",
"33","Salix","NISP","pollen","NA","Vascular plants","TRSH","Salix","Other hardwood"
"75","Salix","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"17713","Salix","NISP digitized","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"554","Salix herbacea-type","NISP","pollen","NA","Vascular plants","TRSH","Salix herbacea-type","Other hardwood"
"32334","Salix nigra","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"24116","Salix reticulata-type","NISP","pollen","NA","Vascular plants","TRSH","Salix reticulata-type","Other hardwood"
"493","Salix undiff.","NISP","pollen","NA","Vascular plants","TRSH","Salix undiff.","Other hardwood"
"32335","Salix undiff.","NISP","pollen","NA","Vascular plants","TRSH","NA","Other hardwood"
"538","Salix vestita-type","NISP","pollen","NA","Vascular plants","TRSH","Salix vestita-type","Other hardwood"
"521","Sambucus","NISP","pollen","NA","Vascular plants","TRSH","Sambucus",
